@relation 'GroupOfWordFeatures: -C 6'
@attribute anger_class {0.0,1.0}
@attribute disgust_class {0.0,1.0}
@attribute fear_class {0.0,1.0}
@attribute sadness_class {0.0,1.0}
@attribute surprise_class {0.0,1.0}
@attribute happiness_class {0.0,1.0}
@attribute totalNumberofWords numeric
@attribute numberOfUniqueWords numeric
@attribute numberOfSentences numeric
@attribute averageSentenceLengthinCharacters numeric
@attribute averageSentenceLengthinWords numeric
@attribute averageWordLength numeric
@attribute averageWordsPerParagraph numeric
@attribute numberOfParagraphs numeric
@attribute percentageOfQuestionSentences numeric
@attribute percentageOfWordsWithLength3 numeric
@attribute percentageOfWordsWithLength4 numeric
@data
0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,25.0,6.0,4.166666666666667,0.0,0.0,0.0,50.0,83.33333333333334
0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,1.0,49.0,10.0,4.9,0.0,0.0,0.0,30.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,2.0,3.5,0.0,0.0,0.0,50.0,100.0
1.0,1.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,56.0,12.0,4.666666666666667,0.0,0.0,0.0,33.33333333333333,66.66666666666666
1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,50.0,10.0,5.0,0.0,0.0,0.0,30.0,70.0
0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,19.0,5.0,3.8,0.0,0.0,0.0,60.0,80.0
0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,1.0,29.0,6.0,4.833333333333333,0.0,0.0,0.0,16.666666666666664,66.66666666666666
0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,14.0,4.0,3.5,0.0,0.0,0.0,75.0,100.0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,1.0,46.0,8.0,5.75,0.0,0.0,0.0,37.5,62.5
0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,60.0,9.0,6.666666666666667,0.0,0.0,0.0,22.22222222222222,77.77777777777779
0.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,1.0,50.0,11.0,4.545454545454546,0.0,0.0,0.0,36.36363636363637,90.9090909090909
1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,72.0,15.0,4.8,0.0,0.0,0.0,46.666666666666664,73.33333333333333
0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,1.0,85.0,18.0,4.722222222222222,0.0,0.0,0.0,33.33333333333333,77.77777777777779
0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,47.0,10.0,4.7,0.0,0.0,0.0,50.0,70.0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,1.0,47.0,10.0,4.7,0.0,0.0,0.0,50.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,1.0,66.0,11.0,6.0,0.0,0.0,0.0,45.45454545454545,81.81818181818183
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,100.0,100.0
1.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,70.0,13.0,5.384615384615385,0.0,0.0,0.0,15.384615384615385,53.84615384615385
1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,76.0,15.0,5.066666666666666,0.0,0.0,0.0,40.0,60.0
0.0,0.0,0.0,1.0,0.0,0.0,8.0,7.0,1.0,35.0,8.0,4.375,0.0,0.0,0.0,50.0,75.0
0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,55.0,10.0,5.5,0.0,0.0,0.0,20.0,30.0
0.0,0.0,0.0,1.0,1.0,0.0,12.0,12.0,1.0,63.0,12.0,5.25,0.0,0.0,0.0,33.33333333333333,58.333333333333336
1.0,1.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0,76.0,15.0,5.066666666666666,0.0,0.0,0.0,20.0,53.333333333333336
0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,94.0,14.0,6.714285714285714,0.0,0.0,0.0,14.285714285714285,21.428571428571427
0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,1.0,61.0,13.0,4.6923076923076925,0.0,0.0,0.0,46.15384615384615,61.53846153846154
0.0,0.0,0.0,1.0,0.0,0.0,13.0,12.0,1.0,52.0,13.0,4.0,0.0,0.0,0.0,76.92307692307693,92.3076923076923
0.0,1.0,0.0,0.0,1.0,0.0,18.0,18.0,1.0,95.0,18.0,5.277777777777778,0.0,0.0,0.0,33.33333333333333,61.111111111111114
0.0,0.0,0.0,0.0,0.0,1.0,12.0,9.0,1.0,66.0,12.0,5.5,0.0,0.0,0.0,41.66666666666667,58.333333333333336
1.0,1.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0,78.0,15.0,5.2,0.0,0.0,0.0,33.33333333333333,66.66666666666666
0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,1.0,76.0,16.0,4.75,0.0,0.0,0.0,31.25,81.25
0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,1.0,66.0,13.0,5.076923076923077,0.0,0.0,0.0,46.15384615384615,53.84615384615385
0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,46.0,10.0,4.6,0.0,0.0,0.0,50.0,80.0
0.0,0.0,0.0,1.0,0.0,0.0,11.0,10.0,1.0,53.0,11.0,4.818181818181818,0.0,0.0,0.0,27.27272727272727,81.81818181818183
0.0,0.0,0.0,0.0,0.0,1.0,13.0,11.0,1.0,60.0,13.0,4.615384615384615,0.0,0.0,0.0,30.76923076923077,84.61538461538461
0.0,0.0,0.0,1.0,0.0,0.0,13.0,11.0,1.0,51.0,13.0,3.923076923076923,0.0,0.0,0.0,76.92307692307693,84.61538461538461
0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,49.0,10.0,4.9,0.0,0.0,0.0,40.0,60.0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,54.0,11.0,4.909090909090909,0.0,0.0,0.0,36.36363636363637,72.72727272727273
0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,26.0,6.0,4.333333333333333,0.0,0.0,0.0,66.66666666666666,83.33333333333334
0.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,1.0,49.0,12.0,4.083333333333333,0.0,0.0,0.0,66.66666666666666,83.33333333333334
0.0,0.0,0.0,1.0,0.0,1.0,14.0,12.0,1.0,61.0,14.0,4.357142857142857,0.0,0.0,0.0,64.28571428571429,85.71428571428571
0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,1.0,50.0,11.0,4.545454545454546,0.0,0.0,0.0,45.45454545454545,72.72727272727273
1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,54.0,11.0,4.909090909090909,0.0,0.0,0.0,27.27272727272727,72.72727272727273
0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,1.0,30.0,7.0,4.285714285714286,0.0,0.0,0.0,71.42857142857143,85.71428571428571
0.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,1.0,55.0,11.0,5.0,0.0,0.0,0.0,45.45454545454545,45.45454545454545
1.0,1.0,0.0,1.0,0.0,0.0,16.0,14.0,1.0,71.0,16.0,4.4375,0.0,0.0,0.0,50.0,87.5
0.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,25.0,6.0,4.166666666666667,0.0,0.0,0.0,50.0,83.33333333333334
0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,1.0,34.0,7.0,4.857142857142857,0.0,0.0,0.0,42.857142857142854,42.857142857142854
0.0,0.0,0.0,1.0,1.0,0.0,8.0,6.0,1.0,36.0,8.0,4.5,0.0,0.0,0.0,25.0,87.5
0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,29.0,6.0,4.833333333333333,0.0,0.0,0.0,50.0,50.0
1.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,1.0,39.0,7.0,5.571428571428571,0.0,0.0,0.0,14.285714285714285,42.857142857142854
0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,58.0,13.0,4.461538461538462,0.0,0.0,0.0,46.15384615384615,92.3076923076923
0.0,1.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,62.0,13.0,4.769230769230769,0.0,0.0,0.0,46.15384615384615,69.23076923076923
0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,12.0,3.0,4.0,0.0,0.0,0.0,33.33333333333333,100.0
0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,1.0,29.0,7.0,4.142857142857143,0.0,0.0,0.0,57.14285714285714,85.71428571428571
0.0,0.0,0.0,0.0,0.0,1.0,16.0,14.0,1.0,80.0,16.0,5.0,0.0,0.0,0.0,56.25,93.75
0.0,0.0,0.0,1.0,0.0,0.0,12.0,10.0,1.0,66.0,12.0,5.5,0.0,0.0,0.0,50.0,66.66666666666666
0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,44.0,10.0,4.4,0.0,0.0,0.0,60.0,80.0
1.0,1.0,0.0,1.0,0.0,0.0,15.0,15.0,1.0,80.0,15.0,5.333333333333333,0.0,0.0,0.0,40.0,66.66666666666666
0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,1.0,58.0,13.0,4.461538461538462,0.0,0.0,0.0,38.46153846153847,76.92307692307693
0.0,1.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,52.0,9.0,5.777777777777778,0.0,0.0,0.0,11.11111111111111,55.55555555555556
1.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,55.0,11.0,5.0,0.0,0.0,0.0,54.54545454545454,63.63636363636363
0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,51.0,13.0,3.923076923076923,0.0,0.0,0.0,53.84615384615385,84.61538461538461
0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,18.0,4.0,4.5,0.0,0.0,0.0,50.0,75.0
0.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,1.0,60.0,13.0,4.615384615384615,0.0,0.0,0.0,30.76923076923077,76.92307692307693
0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,1.0,47.0,10.0,4.7,0.0,0.0,0.0,40.0,80.0
1.0,1.0,0.0,0.0,0.0,0.0,14.0,12.0,1.0,73.0,14.0,5.214285714285714,0.0,0.0,0.0,21.428571428571427,42.857142857142854
0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,1.0,51.0,11.0,4.636363636363637,0.0,0.0,0.0,27.27272727272727,81.81818181818183
1.0,1.0,0.0,1.0,0.0,0.0,13.0,12.0,1.0,64.0,13.0,4.923076923076923,0.0,0.0,0.0,23.076923076923077,76.92307692307693
0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,39.0,10.0,3.9,0.0,0.0,0.0,60.0,90.0
0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,1.0,32.0,7.0,4.571428571428571,0.0,0.0,0.0,42.857142857142854,85.71428571428571
0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,64.0,11.0,5.818181818181818,0.0,0.0,0.0,27.27272727272727,45.45454545454545
1.0,1.0,0.0,1.0,0.0,0.0,15.0,15.0,1.0,77.0,15.0,5.133333333333334,0.0,0.0,0.0,26.666666666666668,53.333333333333336
0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,1.0,35.0,8.0,4.375,0.0,0.0,0.0,50.0,75.0
1.0,1.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,48.0,10.0,4.8,0.0,0.0,0.0,30.0,80.0
0.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,39.0,9.0,4.333333333333333,0.0,0.0,0.0,55.55555555555556,77.77777777777779
1.0,1.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,77.0,13.0,5.923076923076923,0.0,0.0,0.0,15.384615384615385,38.46153846153847
0.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,1.0,36.0,8.0,4.5,0.0,0.0,0.0,37.5,75.0
0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,34.0,7.0,4.857142857142857,0.0,0.0,0.0,28.57142857142857,57.14285714285714
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,48.0,10.0,4.8,0.0,0.0,0.0,50.0,70.0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,10.0,3.0,3.3333333333333335,0.0,0.0,0.0,66.66666666666666,100.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,43.0,10.0,4.3,0.0,0.0,0.0,50.0,90.0
1.0,1.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,62.0,12.0,5.166666666666667,0.0,0.0,0.0,25.0,66.66666666666666
0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,1.0,58.0,9.0,6.444444444444445,0.0,0.0,0.0,11.11111111111111,22.22222222222222
1.0,1.0,0.0,1.0,0.0,0.0,13.0,12.0,1.0,67.0,13.0,5.153846153846154,0.0,0.0,0.0,23.076923076923077,61.53846153846154
0.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,51.0,9.0,5.666666666666667,0.0,0.0,0.0,22.22222222222222,22.22222222222222
0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,22.0,5.0,4.4,0.0,0.0,0.0,60.0,60.0
0.0,0.0,0.0,0.0,1.0,1.0,12.0,11.0,1.0,76.0,12.0,6.333333333333333,0.0,0.0,0.0,0.0,16.666666666666664
0.0,0.0,0.0,1.0,0.0,1.0,11.0,9.0,1.0,50.0,11.0,4.545454545454546,0.0,0.0,0.0,36.36363636363637,90.9090909090909
1.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,61.0,13.0,4.6923076923076925,0.0,0.0,0.0,38.46153846153847,53.84615384615385
1.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,1.0,33.0,7.0,4.714285714285714,0.0,0.0,0.0,42.857142857142854,85.71428571428571
0.0,0.0,0.0,1.0,0.0,0.0,13.0,12.0,1.0,73.0,13.0,5.615384615384615,0.0,0.0,0.0,15.384615384615385,69.23076923076923
0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,24.0,6.0,4.0,0.0,0.0,0.0,50.0,100.0
0.0,0.0,0.0,1.0,0.0,0.0,14.0,14.0,1.0,63.0,14.0,4.5,0.0,0.0,0.0,50.0,85.71428571428571
0.0,0.0,0.0,0.0,1.0,1.0,16.0,13.0,1.0,86.0,16.0,5.375,0.0,0.0,0.0,18.75,56.25
0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,35.0,8.0,4.375,0.0,0.0,0.0,50.0,87.5
1.0,1.0,0.0,1.0,0.0,0.0,10.0,10.0,1.0,56.0,10.0,5.6,0.0,0.0,0.0,30.0,40.0
1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,59.0,11.0,5.363636363636363,0.0,0.0,0.0,27.27272727272727,54.54545454545454
0.0,0.0,0.0,1.0,0.0,1.0,15.0,13.0,1.0,69.0,15.0,4.6,0.0,0.0,0.0,40.0,86.66666666666667
0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,80.0,14.0,5.714285714285714,0.0,0.0,0.0,14.285714285714285,42.857142857142854
1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,20.0,4.0,5.0,0.0,0.0,0.0,25.0,75.0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,1.0,54.0,10.0,5.4,0.0,0.0,0.0,30.0,50.0
0.0,1.0,0.0,0.0,0.0,0.0,14.0,13.0,1.0,77.0,14.0,5.5,0.0,0.0,0.0,21.428571428571427,50.0
0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,35.0,8.0,4.375,0.0,0.0,0.0,50.0,87.5
0.0,0.0,0.0,0.0,1.0,0.0,12.0,11.0,1.0,69.0,12.0,5.75,0.0,0.0,0.0,25.0,33.33333333333333
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,47.0,10.0,4.7,0.0,0.0,0.0,40.0,70.0
1.0,1.0,0.0,1.0,0.0,0.0,16.0,16.0,1.0,84.0,16.0,5.25,0.0,0.0,0.0,37.5,50.0
0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,42.0,9.0,4.666666666666667,0.0,0.0,0.0,33.33333333333333,77.77777777777779
0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,37.0,8.0,4.625,0.0,0.0,0.0,50.0,75.0
0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,16.0,4.0,4.0,0.0,0.0,0.0,75.0,75.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,44.0,10.0,4.4,0.0,0.0,0.0,50.0,80.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,41.0,10.0,4.1,0.0,0.0,0.0,60.0,90.0
0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,1.0,54.0,10.0,5.4,0.0,0.0,0.0,30.0,70.0
0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,38.0,9.0,4.222222222222222,0.0,0.0,0.0,55.55555555555556,88.88888888888889
0.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,51.0,10.0,5.1,0.0,0.0,0.0,30.0,70.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,9.0,1.0,41.0,10.0,4.1,0.0,0.0,0.0,70.0,80.0
0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,1.0,44.0,10.0,4.4,0.0,0.0,0.0,50.0,80.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,44.0,9.0,4.888888888888889,0.0,0.0,0.0,33.33333333333333,66.66666666666666
0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,1.0,57.0,11.0,5.181818181818182,0.0,0.0,0.0,36.36363636363637,63.63636363636363
0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,38.0,9.0,4.222222222222222,0.0,0.0,0.0,55.55555555555556,88.88888888888889
0.0,0.0,0.0,0.0,1.0,0.0,13.0,13.0,1.0,61.0,13.0,4.6923076923076925,0.0,0.0,0.0,46.15384615384615,76.92307692307693
1.0,0.0,1.0,0.0,0.0,0.0,16.0,13.0,1.0,92.0,16.0,5.75,0.0,0.0,0.0,37.5,37.5
0.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,49.0,9.0,5.444444444444445,0.0,0.0,0.0,22.22222222222222,55.55555555555556
1.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,1.0,79.0,15.0,5.266666666666667,0.0,0.0,0.0,46.666666666666664,66.66666666666666
1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,47.0,10.0,4.7,0.0,0.0,0.0,50.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,2.0,3.5,0.0,0.0,0.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,23.0,5.0,4.6,0.0,0.0,0.0,40.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,48.0,9.0,5.333333333333333,0.0,0.0,0.0,33.33333333333333,33.33333333333333
1.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,1.0,59.0,12.0,4.916666666666667,0.0,0.0,0.0,33.33333333333333,75.0
1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,65.0,10.0,6.5,0.0,0.0,0.0,40.0,50.0
1.0,0.0,0.0,0.0,1.0,0.0,15.0,14.0,1.0,73.0,15.0,4.866666666666666,0.0,0.0,0.0,33.33333333333333,73.33333333333333
0.0,0.0,0.0,0.0,1.0,1.0,10.0,9.0,1.0,52.0,10.0,5.2,0.0,0.0,0.0,20.0,70.0
1.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,1.0,43.0,9.0,4.777777777777778,0.0,0.0,0.0,33.33333333333333,77.77777777777779
0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,17.0,4.0,4.25,0.0,0.0,0.0,50.0,100.0
0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,24.0,5.0,4.8,0.0,0.0,0.0,40.0,60.0
1.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,58.0,13.0,4.461538461538462,0.0,0.0,0.0,53.84615384615385,76.92307692307693
1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,12.0,3.0,4.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666
0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,43.0,9.0,4.777777777777778,0.0,0.0,0.0,33.33333333333333,77.77777777777779
0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,32.0,7.0,4.571428571428571,0.0,0.0,0.0,57.14285714285714,71.42857142857143
0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,48.0,9.0,5.333333333333333,0.0,0.0,0.0,33.33333333333333,33.33333333333333
1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,22.0,5.0,4.4,0.0,0.0,0.0,40.0,80.0
0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,1.0,61.0,11.0,5.545454545454546,0.0,0.0,0.0,18.181818181818183,45.45454545454545
0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,56.0,10.0,5.6,0.0,0.0,0.0,30.0,30.0
0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,1.0,43.0,8.0,5.375,0.0,0.0,0.0,37.5,50.0
0.0,0.0,0.0,0.0,1.0,1.0,13.0,10.0,1.0,67.0,13.0,5.153846153846154,0.0,0.0,0.0,38.46153846153847,46.15384615384615
0.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,1.0,58.0,12.0,4.833333333333333,0.0,0.0,0.0,25.0,75.0
1.0,0.0,0.0,1.0,0.0,0.0,13.0,11.0,1.0,60.0,13.0,4.615384615384615,0.0,0.0,0.0,38.46153846153847,69.23076923076923
0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,18.0,4.0,4.5,0.0,0.0,0.0,25.0,100.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0
1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,52.0,10.0,5.2,0.0,0.0,0.0,30.0,70.0
1.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,1.0,72.0,13.0,5.538461538461538,0.0,0.0,0.0,15.384615384615385,38.46153846153847
1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,2.0,4.0,0.0,0.0,0.0,50.0,100.0
0.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,28.0,6.0,4.666666666666667,0.0,0.0,0.0,33.33333333333333,83.33333333333334
1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,55.0,10.0,5.5,0.0,0.0,0.0,30.0,60.0
1.0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,70.0,13.0,5.384615384615385,0.0,0.0,0.0,30.76923076923077,46.15384615384615
0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,25.0,5.0,5.0,0.0,0.0,0.0,20.0,40.0
0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,50.0
1.0,1.0,1.0,1.0,0.0,0.0,14.0,14.0,1.0,75.0,14.0,5.357142857142857,0.0,0.0,0.0,28.57142857142857,57.14285714285714
1.0,1.0,1.0,0.0,0.0,0.0,12.0,10.0,1.0,60.0,12.0,5.0,0.0,0.0,0.0,41.66666666666667,66.66666666666666
1.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,1.0,76.0,13.0,5.846153846153846,0.0,0.0,0.0,15.384615384615385,30.76923076923077
1.0,0.0,1.0,1.0,0.0,0.0,17.0,17.0,1.0,82.0,17.0,4.823529411764706,0.0,0.0,0.0,35.294117647058826,64.70588235294117
0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,13.0,4.0,3.25,0.0,0.0,0.0,50.0,100.0
1.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,1.0,58.0,11.0,5.2727272727272725,0.0,0.0,0.0,36.36363636363637,63.63636363636363
1.0,0.0,1.0,1.0,0.0,0.0,11.0,10.0,1.0,69.0,11.0,6.2727272727272725,0.0,0.0,0.0,9.090909090909092,45.45454545454545
1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,55.0,11.0,5.0,0.0,0.0,0.0,18.181818181818183,54.54545454545454
0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,57.0,10.0,5.7,0.0,0.0,0.0,10.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0
0.0,1.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,73.0,13.0,5.615384615384615,0.0,0.0,0.0,23.076923076923077,53.84615384615385
0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,31.0,7.0,4.428571428571429,0.0,0.0,0.0,42.857142857142854,85.71428571428571
1.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0,60.0,9.0,6.666666666666667,0.0,0.0,0.0,0.0,33.33333333333333
0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,1.0,57.0,11.0,5.181818181818182,0.0,0.0,0.0,18.181818181818183,54.54545454545454
0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,37.0,8.0,4.625,0.0,0.0,0.0,50.0,75.0
1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,11.0,2.0,5.5,0.0,0.0,0.0,0.0,50.0
0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,80.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,49.0,10.0,4.9,0.0,0.0,0.0,50.0,70.0
1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,20.0,4.0,5.0,0.0,0.0,0.0,25.0,50.0
1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,15.0,3.0,5.0,0.0,0.0,0.0,0.0,66.66666666666666
0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,1.0,40.0,8.0,5.0,0.0,0.0,0.0,25.0,62.5
0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,25.0,6.0,4.166666666666667,0.0,0.0,0.0,66.66666666666666,100.0
1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,29.0,6.0,4.833333333333333,0.0,0.0,0.0,33.33333333333333,66.66666666666666
1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,23.0,4.0,5.75,0.0,0.0,0.0,0.0,25.0
1.0,1.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,51.0,9.0,5.666666666666667,0.0,0.0,0.0,44.44444444444444,66.66666666666666
1.0,1.0,1.0,0.0,0.0,0.0,16.0,13.0,1.0,94.0,16.0,5.875,0.0,0.0,0.0,37.5,50.0
1.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0,60.0,9.0,6.666666666666667,0.0,0.0,0.0,0.0,33.33333333333333
